Date,Service_Type,Region,Cost_USD,Cost_Category,Department,Usage_Hours,Resource_Tags
2024-09-24,ElastiCache (Caching),us-west-2,149.42,On-Demand,Platform / DevOps,14.4,platform-/-devops-elasticache
2024-03-03,SQS (Queue),ap-south-1,16.44,On-Demand,Procurement,22.4,procurement-sqs
2024-12-15,SageMaker (ML),ap-southeast-1,99.87,Savings Plan,Data Engineering,19.3,data-engineering-sagemaker
2024-07-31,Redshift (Data Warehouse),ap-southeast-1,189.36,Savings Plan,Data Engineering,9.8,data-engineering-redshift
2024-06-10,CloudWatch (Monitoring),us-east-1,49.96,Savings Plan,Platform / DevOps,9.1,platform-/-devops-cloudwatch
2024-09-08,SNS (Notifications),eu-west-1,19.8,On-Demand,Fleet Management,16.2,fleet-management-sns
2024-02-25,S3 (Storage),us-west-2,117.42,Reserved,Procurement,20.0,procurement-s3
2024-12-29,Redshift (Data Warehouse),ap-south-1,85.47,Savings Plan,Warehouse Ops,1.4,warehouse-ops-redshift
2024-07-20,EC2 (Compute),ap-southeast-1,154.94,Reserved,Platform / DevOps,10.2,platform-/-devops-ec2
2024-11-13,Route 53 (DNS),ap-southeast-1,11.25,Spot,Logistics,20.1,logistics-route 53
2024-04-21,Redshift (Data Warehouse),us-west-2,92.91,Reserved,Logistics,2.6,logistics-redshift
2024-11-01,DynamoDB (NoSQL),eu-west-1,158.26,Spot,Data Engineering,14.1,data-engineering-dynamodb
2024-01-16,SNS (Notifications),ap-southeast-1,9.95,Reserved,Logistics,14.5,logistics-sns
2024-08-25,SNS (Notifications),eu-west-1,17.85,On-Demand,Procurement,22.2,procurement-sns
2024-06-03,API Gateway,ap-south-1,21.59,Reserved,Fleet Management,9.5,fleet-management-api gateway
2024-12-28,DynamoDB (NoSQL),us-west-2,114.45,Savings Plan,Platform / DevOps,19.5,platform-/-devops-dynamodb
2024-08-27,ElastiCache (Caching),ap-southeast-1,140.85,Reserved,Procurement,6.5,procurement-elasticache
2024-09-10,Route 53 (DNS),us-east-1,2.91,Reserved,Data Engineering,6.3,data-engineering-route 53
2024-10-25,S3 (Storage),ap-south-1,49.08,Savings Plan,Fleet Management,18.2,fleet-management-s3
2024-10-22,DynamoDB (NoSQL),ap-south-1,70.17,Spot,Warehouse Ops,20.1,warehouse-ops-dynamodb
2024-09-15,Lambda (Serverless),ap-southeast-1,13.84,Reserved,Logistics,5.7,logistics-lambda
2024-11-12,CloudWatch (Monitoring),eu-west-1,21.76,On-Demand,Warehouse Ops,18.5,warehouse-ops-cloudwatch
2024-10-06,SQS (Queue),eu-west-1,5.98,Spot,Fleet Management,14.1,fleet-management-sqs
2024-05-12,ElastiCache (Caching),ap-south-1,42.21,Reserved,Warehouse Ops,3.9,warehouse-ops-elasticache
2024-04-05,EC2 (Compute),us-east-1,398.66,Spot,Logistics,6.4,logistics-ec2
2024-10-07,EC2 (Compute),ap-southeast-1,400.21,Spot,Procurement,22.9,procurement-ec2
2024-02-17,ElastiCache (Caching),us-west-2,56.89,Spot,Warehouse Ops,14.2,warehouse-ops-elasticache
2024-02-29,ElastiCache (Caching),ap-south-1,122.44,Reserved,Logistics,17.6,logistics-elasticache
2024-12-18,Lambda (Serverless),eu-west-1,105.24,On-Demand,Procurement,3.9,procurement-lambda
2024-12-25,SageMaker (ML),eu-west-1,386.37,Reserved,Warehouse Ops,19.8,warehouse-ops-sagemaker
2024-02-19,Lambda (Serverless),ap-south-1,52.27,Spot,Platform / DevOps,14.4,platform-/-devops-lambda
2024-02-12,Redshift (Data Warehouse),us-west-2,77.1,On-Demand,Data Engineering,7.7,data-engineering-redshift
2024-01-18,EKS (Kubernetes),us-west-2,443.36,On-Demand,Procurement,4.0,procurement-eks
2024-09-23,CloudWatch (Monitoring),us-east-1,36.77,Savings Plan,Warehouse Ops,22.6,warehouse-ops-cloudwatch
2024-02-29,Route 53 (DNS),eu-west-1,9.9,Reserved,Fleet Management,11.7,fleet-management-route 53
2024-11-02,RDS (Database),us-east-1,300.15,On-Demand,Warehouse Ops,15.4,warehouse-ops-rds
2024-04-01,CloudFront (CDN),eu-west-1,23.54,Spot,Logistics,10.1,logistics-cloudfront
2024-11-19,Route 53 (DNS),ap-south-1,11.36,Reserved,Platform / DevOps,11.4,platform-/-devops-route 53
2024-10-13,Lambda (Serverless),us-east-1,19.92,On-Demand,Procurement,21.1,procurement-lambda
2024-03-18,CloudFront (CDN),ap-southeast-1,39.05,Savings Plan,Warehouse Ops,23.3,warehouse-ops-cloudfront
2024-10-06,SNS (Notifications),ap-south-1,18.2,Reserved,Warehouse Ops,8.4,warehouse-ops-sns
2024-01-25,Redshift (Data Warehouse),us-west-2,287.84,Spot,Platform / DevOps,11.6,platform-/-devops-redshift
2024-10-23,Lambda (Serverless),us-west-2,48.36,On-Demand,Platform / DevOps,4.9,platform-/-devops-lambda
2024-10-07,SNS (Notifications),ap-southeast-1,7.46,On-Demand,Platform / DevOps,4.3,platform-/-devops-sns
2024-12-09,S3 (Storage),us-west-2,163.59,On-Demand,Platform / DevOps,1.3,platform-/-devops-s3
2024-08-18,SNS (Notifications),eu-west-1,10.02,Savings Plan,Logistics,16.5,logistics-sns
2024-02-18,CloudFront (CDN),us-east-1,88.73,Reserved,Data Engineering,23.1,data-engineering-cloudfront
2024-03-13,DynamoDB (NoSQL),us-east-1,172.05,Spot,Procurement,23.0,procurement-dynamodb
2024-11-24,SNS (Notifications),eu-west-1,8.38,Savings Plan,Logistics,8.0,logistics-sns
2024-08-20,CloudWatch (Monitoring),ap-south-1,38.05,Savings Plan,Warehouse Ops,7.6,warehouse-ops-cloudwatch
2024-05-04,Lambda (Serverless),ap-south-1,42.88,Spot,Procurement,9.6,procurement-lambda
2024-05-28,S3 (Storage),us-east-1,114.65,Reserved,Procurement,8.9,procurement-s3
2024-07-08,SageMaker (ML),ap-south-1,216.07,Savings Plan,Platform / DevOps,13.0,platform-/-devops-sagemaker
2024-12-22,API Gateway,eu-west-1,55.25,Reserved,Platform / DevOps,11.1,platform-/-devops-api gateway
2024-10-01,RDS (Database),eu-west-1,159.36,Reserved,Platform / DevOps,6.8,platform-/-devops-rds
2024-09-03,SQS (Queue),eu-west-1,6.42,Spot,Data Engineering,17.5,data-engineering-sqs
2024-05-11,Route 53 (DNS),us-east-1,9.01,Savings Plan,Procurement,19.0,procurement-route 53
2024-05-08,EC2 (Compute),eu-west-1,386.99,Reserved,Warehouse Ops,14.3,warehouse-ops-ec2
2024-10-27,Lambda (Serverless),us-east-1,29.92,On-Demand,Procurement,18.8,procurement-lambda
2024-03-28,RDS (Database),eu-west-1,68.55,Reserved,Platform / DevOps,23.4,platform-/-devops-rds
2024-07-04,EKS (Kubernetes),us-east-1,259.24,Spot,Platform / DevOps,21.3,platform-/-devops-eks
2024-05-29,Route 53 (DNS),ap-southeast-1,5.04,On-Demand,Data Engineering,22.4,data-engineering-route 53
2024-01-26,SageMaker (ML),us-east-1,359.62,Reserved,Fleet Management,10.5,fleet-management-sagemaker
2024-10-03,Lambda (Serverless),ap-south-1,68.44,Savings Plan,Platform / DevOps,6.5,platform-/-devops-lambda
2024-04-23,SageMaker (ML),eu-west-1,121.25,On-Demand,Platform / DevOps,19.9,platform-/-devops-sagemaker
2024-02-27,Route 53 (DNS),us-west-2,4.44,On-Demand,Platform / DevOps,2.2,platform-/-devops-route 53
2024-06-26,S3 (Storage),us-east-1,47.03,Savings Plan,Logistics,7.9,logistics-s3
2024-02-17,SQS (Queue),ap-southeast-1,13.01,On-Demand,Fleet Management,12.5,fleet-management-sqs
2024-09-13,CloudWatch (Monitoring),ap-southeast-1,24.96,Spot,Platform / DevOps,23.0,platform-/-devops-cloudwatch
2024-10-01,SNS (Notifications),us-west-2,10.14,On-Demand,Data Engineering,2.8,data-engineering-sns
2024-10-12,CloudWatch (Monitoring),us-east-1,57.2,Reserved,Procurement,2.4,procurement-cloudwatch
2024-04-14,Redshift (Data Warehouse),us-east-1,275.49,On-Demand,Fleet Management,1.8,fleet-management-redshift
2024-10-25,EKS (Kubernetes),us-west-2,244.48,On-Demand,Fleet Management,23.3,fleet-management-eks
2024-02-12,CloudWatch (Monitoring),ap-south-1,24.32,Spot,Data Engineering,3.6,data-engineering-cloudwatch
2024-11-01,RDS (Database),ap-south-1,415.2,On-Demand,Warehouse Ops,21.3,warehouse-ops-rds
2024-06-24,EC2 (Compute),us-east-1,176.53,Spot,Fleet Management,18.6,fleet-management-ec2
2024-09-14,SageMaker (ML),ap-southeast-1,182.97,Spot,Logistics,21.5,logistics-sagemaker
2024-03-06,SageMaker (ML),eu-west-1,368.97,Spot,Logistics,9.6,logistics-sagemaker
2024-05-24,EKS (Kubernetes),ap-southeast-1,476.8,Reserved,Platform / DevOps,3.9,platform-/-devops-eks
2024-10-30,S3 (Storage),ap-southeast-1,63.92,Savings Plan,Platform / DevOps,18.9,platform-/-devops-s3
2024-06-07,SNS (Notifications),us-east-1,16.53,Reserved,Warehouse Ops,18.7,warehouse-ops-sns
2024-02-02,Redshift (Data Warehouse),us-east-1,291.84,Reserved,Logistics,4.6,logistics-redshift
2024-06-01,ElastiCache (Caching),eu-west-1,30.68,Reserved,Procurement,19.3,procurement-elasticache
2024-06-21,SageMaker (ML),us-west-2,99.59,On-Demand,Warehouse Ops,6.5,warehouse-ops-sagemaker
2024-11-26,CloudWatch (Monitoring),eu-west-1,17.59,On-Demand,Fleet Management,23.5,fleet-management-cloudwatch
2024-12-20,Route 53 (DNS),us-west-2,5.49,Spot,Warehouse Ops,1.2,warehouse-ops-route 53
2024-08-06,SQS (Queue),ap-south-1,18.17,Reserved,Platform / DevOps,3.6,platform-/-devops-sqs
2024-05-18,SageMaker (ML),us-east-1,337.18,On-Demand,Procurement,2.5,procurement-sagemaker
2024-09-02,SageMaker (ML),ap-southeast-1,322.76,On-Demand,Platform / DevOps,14.0,platform-/-devops-sagemaker
2024-10-28,SQS (Queue),us-east-1,5.44,On-Demand,Procurement,17.5,procurement-sqs
2024-06-15,S3 (Storage),ap-southeast-1,95.62,Savings Plan,Platform / DevOps,8.4,platform-/-devops-s3
2024-07-14,CloudFront (CDN),us-east-1,69.89,On-Demand,Procurement,10.1,procurement-cloudfront
2024-12-16,Route 53 (DNS),ap-southeast-1,8.62,Savings Plan,Data Engineering,18.9,data-engineering-route 53
2024-01-27,CloudWatch (Monitoring),us-west-2,12.31,Spot,Procurement,7.8,procurement-cloudwatch
2024-05-30,SNS (Notifications),eu-west-1,10.8,On-Demand,Fleet Management,16.7,fleet-management-sns
2024-05-09,RDS (Database),ap-southeast-1,86.02,On-Demand,Procurement,20.1,procurement-rds
2024-09-25,CloudFront (CDN),us-west-2,57.29,Savings Plan,Fleet Management,2.3,fleet-management-cloudfront
2024-07-09,SQS (Queue),us-west-2,3.31,Spot,Data Engineering,10.6,data-engineering-sqs
2024-06-22,ElastiCache (Caching),ap-southeast-1,30.62,Savings Plan,Logistics,4.7,logistics-elasticache
2024-09-06,RDS (Database),ap-south-1,79.16,Reserved,Procurement,20.6,procurement-rds
2024-06-02,API Gateway,ap-southeast-1,47.29,On-Demand,Platform / DevOps,16.0,platform-/-devops-api gateway
2024-06-30,RDS (Database),ap-southeast-1,315.62,Savings Plan,Platform / DevOps,5.1,platform-/-devops-rds
2024-12-27,EC2 (Compute),eu-west-1,339.03,Reserved,Procurement,21.7,procurement-ec2
2024-06-30,Redshift (Data Warehouse),us-east-1,166.28,Reserved,Logistics,17.4,logistics-redshift
2024-04-30,API Gateway,us-west-2,14.16,Savings Plan,Logistics,7.8,logistics-api gateway
2024-07-23,SQS (Queue),ap-south-1,24.71,Reserved,Procurement,2.4,procurement-sqs
2024-05-31,Lambda (Serverless),ap-south-1,57.98,Reserved,Fleet Management,17.1,fleet-management-lambda
2024-01-01,CloudWatch (Monitoring),eu-west-1,22.92,Reserved,Procurement,17.1,procurement-cloudwatch
2024-02-07,RDS (Database),us-east-1,331.08,Spot,Data Engineering,10.6,data-engineering-rds
2024-04-16,S3 (Storage),ap-south-1,87.8,On-Demand,Warehouse Ops,1.6,warehouse-ops-s3
2024-10-11,CloudFront (CDN),ap-southeast-1,38.96,On-Demand,Procurement,4.6,procurement-cloudfront
2024-09-16,Route 53 (DNS),us-east-1,7.3,Reserved,Platform / DevOps,3.6,platform-/-devops-route 53
2024-12-11,S3 (Storage),eu-west-1,60.32,On-Demand,Logistics,3.7,logistics-s3
2024-04-17,EC2 (Compute),eu-west-1,193.99,Spot,Procurement,13.9,procurement-ec2
2024-07-27,EKS (Kubernetes),ap-southeast-1,367.37,Spot,Data Engineering,12.3,data-engineering-eks
2024-12-07,SNS (Notifications),ap-southeast-1,62.32,Savings Plan,Platform / DevOps,8.7,platform-/-devops-sns
2024-01-05,Route 53 (DNS),us-west-2,9.01,Spot,Logistics,4.6,logistics-route 53
2024-02-23,RDS (Database),us-east-1,159.7,On-Demand,Platform / DevOps,23.3,platform-/-devops-rds
2024-01-06,S3 (Storage),eu-west-1,70.94,Spot,Platform / DevOps,20.4,platform-/-devops-s3
2024-07-19,RDS (Database),ap-southeast-1,168.57,Spot,Data Engineering,12.2,data-engineering-rds
2024-04-14,EKS (Kubernetes),eu-west-1,323.52,Reserved,Platform / DevOps,17.3,platform-/-devops-eks
2024-05-17,EC2 (Compute),us-east-1,342.37,Spot,Logistics,16.4,logistics-ec2
2024-09-30,S3 (Storage),ap-southeast-1,76.79,Reserved,Procurement,18.4,procurement-s3
2024-09-30,SQS (Queue),us-east-1,15.95,Savings Plan,Platform / DevOps,10.9,platform-/-devops-sqs
2024-09-24,CloudFront (CDN),ap-southeast-1,81.69,Savings Plan,Logistics,13.3,logistics-cloudfront
2024-11-08,EC2 (Compute),ap-south-1,558.31,Savings Plan,Logistics,12.8,logistics-ec2
2024-05-16,ElastiCache (Caching),ap-southeast-1,50.37,Spot,Data Engineering,11.6,data-engineering-elasticache
2024-11-10,Redshift (Data Warehouse),us-west-2,245.81,On-Demand,Warehouse Ops,19.4,warehouse-ops-redshift
2024-08-09,SNS (Notifications),ap-south-1,19.64,Spot,Procurement,12.0,procurement-sns
2024-06-04,S3 (Storage),ap-southeast-1,56.05,Spot,Logistics,3.0,logistics-s3
2024-07-04,CloudWatch (Monitoring),ap-south-1,17.86,Savings Plan,Platform / DevOps,12.7,platform-/-devops-cloudwatch
2024-10-29,EC2 (Compute),eu-west-1,426.94,Spot,Warehouse Ops,10.9,warehouse-ops-ec2
2024-05-02,SageMaker (ML),ap-south-1,123.3,Spot,Warehouse Ops,1.4,warehouse-ops-sagemaker
2024-11-10,SageMaker (ML),eu-west-1,368.41,Spot,Data Engineering,14.2,data-engineering-sagemaker
2024-05-12,Redshift (Data Warehouse),eu-west-1,491.26,Spot,Procurement,16.6,procurement-redshift
2024-04-16,RDS (Database),us-east-1,264.58,Spot,Platform / DevOps,7.7,platform-/-devops-rds
2024-10-02,DynamoDB (NoSQL),eu-west-1,167.09,Savings Plan,Warehouse Ops,4.9,warehouse-ops-dynamodb
2024-03-05,Route 53 (DNS),ap-southeast-1,7.14,Reserved,Logistics,22.1,logistics-route 53
2024-07-21,CloudFront (CDN),ap-south-1,51.57,On-Demand,Warehouse Ops,23.4,warehouse-ops-cloudfront
2024-09-06,Route 53 (DNS),us-east-1,9.98,Reserved,Logistics,17.6,logistics-route 53
2024-07-20,Redshift (Data Warehouse),ap-south-1,272.78,On-Demand,Data Engineering,19.2,data-engineering-redshift
2024-08-07,Lambda (Serverless),us-west-2,47.66,Spot,Logistics,8.9,logistics-lambda
2024-04-03,SageMaker (ML),us-west-2,208.65,Spot,Procurement,11.9,procurement-sagemaker
2024-12-05,ElastiCache (Caching),ap-southeast-1,110.31,Savings Plan,Procurement,23.6,procurement-elasticache
2024-05-10,S3 (Storage),ap-south-1,64.46,Spot,Warehouse Ops,1.5,warehouse-ops-s3
2024-05-22,CloudFront (CDN),us-east-1,58.92,Spot,Logistics,16.5,logistics-cloudfront
2024-04-07,Redshift (Data Warehouse),us-west-2,238.9,Reserved,Data Engineering,15.8,data-engineering-redshift
2024-04-22,Redshift (Data Warehouse),ap-southeast-1,156.88,On-Demand,Procurement,14.2,procurement-redshift
2024-03-13,Lambda (Serverless),ap-south-1,5.35,Savings Plan,Data Engineering,12.6,data-engineering-lambda
2024-12-10,SageMaker (ML),eu-west-1,435.78,Savings Plan,Warehouse Ops,22.3,warehouse-ops-sagemaker
2024-09-07,S3 (Storage),ap-south-1,111.41,Savings Plan,Fleet Management,6.3,fleet-management-s3
2024-11-10,API Gateway,us-west-2,231.39,Reserved,Fleet Management,17.0,fleet-management-api gateway
2024-02-17,SNS (Notifications),us-east-1,9.87,Spot,Platform / DevOps,6.5,platform-/-devops-sns
2024-08-15,Route 53 (DNS),eu-west-1,5.99,Savings Plan,Procurement,8.6,procurement-route 53
2024-03-12,DynamoDB (NoSQL),ap-south-1,122.1,Spot,Data Engineering,2.2,data-engineering-dynamodb
2024-11-08,Lambda (Serverless),eu-west-1,18.14,Savings Plan,Procurement,6.0,procurement-lambda
2024-05-03,API Gateway,us-east-1,15.7,Spot,Fleet Management,13.9,fleet-management-api gateway
2024-08-12,S3 (Storage),us-west-2,35.4,Spot,Logistics,18.9,logistics-s3
2024-10-26,CloudWatch (Monitoring),ap-south-1,11.62,On-Demand,Platform / DevOps,2.9,platform-/-devops-cloudwatch
2024-06-16,SQS (Queue),us-west-2,24.38,On-Demand,Logistics,1.3,logistics-sqs
2024-02-04,SageMaker (ML),ap-southeast-1,392.55,Reserved,Platform / DevOps,18.4,platform-/-devops-sagemaker
2024-12-16,CloudWatch (Monitoring),ap-south-1,51.17,Savings Plan,Procurement,18.0,procurement-cloudwatch
2024-04-17,SageMaker (ML),ap-south-1,259.28,Reserved,Data Engineering,8.0,data-engineering-sagemaker
2024-03-16,S3 (Storage),us-west-2,101.38,On-Demand,Warehouse Ops,15.5,warehouse-ops-s3
2024-11-03,CloudWatch (Monitoring),ap-south-1,70.04,Savings Plan,Fleet Management,6.4,fleet-management-cloudwatch
2024-03-06,DynamoDB (NoSQL),us-east-1,175.74,On-Demand,Warehouse Ops,13.3,warehouse-ops-dynamodb
2024-11-04,RDS (Database),us-west-2,115.0,Spot,Platform / DevOps,7.1,platform-/-devops-rds
2024-10-30,S3 (Storage),ap-south-1,51.31,Reserved,Fleet Management,10.0,fleet-management-s3
2024-04-21,SNS (Notifications),us-east-1,12.88,Reserved,Fleet Management,8.0,fleet-management-sns
2024-12-25,S3 (Storage),us-west-2,91.65,Savings Plan,Warehouse Ops,9.3,warehouse-ops-s3
2024-02-14,RDS (Database),ap-southeast-1,319.3,Savings Plan,Procurement,2.1,procurement-rds
2024-03-04,Lambda (Serverless),ap-southeast-1,43.32,Savings Plan,Warehouse Ops,17.0,warehouse-ops-lambda
2024-11-27,ElastiCache (Caching),ap-southeast-1,34.56,On-Demand,Platform / DevOps,8.8,platform-/-devops-elasticache
2024-06-02,SNS (Notifications),us-west-2,4.09,Reserved,Data Engineering,15.6,data-engineering-sns
2024-10-07,CloudWatch (Monitoring),us-east-1,15.25,Spot,Warehouse Ops,14.0,warehouse-ops-cloudwatch
2024-11-25,SNS (Notifications),eu-west-1,7.83,Spot,Data Engineering,20.5,data-engineering-sns
2024-09-26,CloudFront (CDN),ap-southeast-1,82.42,Spot,Platform / DevOps,20.1,platform-/-devops-cloudfront
2024-08-05,Lambda (Serverless),eu-west-1,77.03,Reserved,Warehouse Ops,19.3,warehouse-ops-lambda
2024-04-02,EC2 (Compute),ap-southeast-1,410.09,Spot,Platform / DevOps,5.4,platform-/-devops-ec2
2024-06-17,SQS (Queue),ap-south-1,7.17,Reserved,Procurement,7.3,procurement-sqs
2024-08-18,Lambda (Serverless),ap-southeast-1,19.68,Spot,Procurement,10.0,procurement-lambda
2024-06-20,EC2 (Compute),ap-south-1,327.93,Reserved,Fleet Management,18.5,fleet-management-ec2
2024-08-09,Route 53 (DNS),us-west-2,8.91,Savings Plan,Data Engineering,7.6,data-engineering-route 53
2024-02-21,ElastiCache (Caching),us-west-2,63.63,Savings Plan,Data Engineering,3.1,data-engineering-elasticache
2024-11-21,SNS (Notifications),ap-south-1,11.38,Spot,Data Engineering,10.3,data-engineering-sns
2024-06-26,DynamoDB (NoSQL),us-west-2,112.94,Spot,Platform / DevOps,17.7,platform-/-devops-dynamodb
2024-03-30,CloudWatch (Monitoring),ap-south-1,45.07,On-Demand,Data Engineering,14.5,data-engineering-cloudwatch
2024-10-06,EC2 (Compute),eu-west-1,113.39,Reserved,Data Engineering,20.7,data-engineering-ec2
2024-04-09,API Gateway,ap-southeast-1,36.7,Spot,Fleet Management,11.3,fleet-management-api gateway
2024-12-27,CloudWatch (Monitoring),ap-southeast-1,13.02,Savings Plan,Fleet Management,15.7,fleet-management-cloudwatch
2024-02-05,ElastiCache (Caching),eu-west-1,62.72,Spot,Warehouse Ops,16.2,warehouse-ops-elasticache
2024-09-15,Route 53 (DNS),us-west-2,9.31,On-Demand,Procurement,3.2,procurement-route 53
2024-05-11,SNS (Notifications),us-east-1,17.2,Spot,Fleet Management,3.8,fleet-management-sns
2024-05-23,EC2 (Compute),us-west-2,363.53,Spot,Fleet Management,6.9,fleet-management-ec2
2024-02-24,Route 53 (DNS),eu-west-1,4.45,Savings Plan,Procurement,15.0,procurement-route 53
2024-09-04,Redshift (Data Warehouse),us-east-1,97.19,Spot,Procurement,21.2,procurement-redshift
2024-03-24,SageMaker (ML),us-east-1,171.78,On-Demand,Procurement,10.6,procurement-sagemaker
2024-09-08,S3 (Storage),eu-west-1,37.64,On-Demand,Procurement,13.5,procurement-s3
2024-10-19,Lambda (Serverless),us-west-2,14.81,On-Demand,Fleet Management,9.5,fleet-management-lambda
2024-01-25,RDS (Database),us-west-2,304.88,On-Demand,Procurement,18.7,procurement-rds
2024-05-13,CloudFront (CDN),us-east-1,25.29,On-Demand,Platform / DevOps,21.4,platform-/-devops-cloudfront
2024-04-04,CloudWatch (Monitoring),ap-south-1,48.15,Reserved,Procurement,3.5,procurement-cloudwatch
2024-04-04,CloudWatch (Monitoring),ap-southeast-1,28.76,Savings Plan,Procurement,3.1,procurement-cloudwatch
2024-10-31,SageMaker (ML),ap-south-1,1007.7,Reserved,Warehouse Ops,8.7,warehouse-ops-sagemaker
2024-09-06,CloudFront (CDN),ap-south-1,49.76,Reserved,Fleet Management,19.0,fleet-management-cloudfront
2024-09-21,Lambda (Serverless),us-west-2,77.73,Reserved,Warehouse Ops,5.5,warehouse-ops-lambda
2024-08-26,Route 53 (DNS),eu-west-1,6.45,Spot,Data Engineering,20.7,data-engineering-route 53
2024-08-12,ElastiCache (Caching),us-east-1,49.96,Spot,Fleet Management,9.9,fleet-management-elasticache
